,code,voivodeship,year,sex,age,rate
512,200000,DOLNOŚLĄSKIE,2012,females,total,
513,400000,KUJAWSKO-POMORSKIE,2012,females,total,
514,600000,LUBELSKIE,2012,females,total,
515,800000,LUBUSKIE,2012,females,total,
516,1000000,ŁÓDZKIE,2012,females,total,
517,1200000,MAŁOPOLSKIE,2012,females,total,
518,1400000,MAZOWIECKIE,2012,females,total,
519,1600000,OPOLSKIE,2012,females,total,
520,1800000,PODKARPACKIE,2012,females,total,
521,2000000,PODLASKIE,2012,females,total,
522,2200000,POMORSKIE,2012,females,total,
523,2400000,ŚLĄSKIE,2012,females,total,
524,2600000,ŚWIĘTOKRZYSKIE,2012,females,total,
525,2800000,WARMIŃSKO-MAZURSKIE,2012,females,total,
526,3000000,WIELKOPOLSKIE,2012,females,total,
527,3200000,ZACHODNIOPOMORSKIE,2012,females,total,
528,200000,DOLNOŚLĄSKIE,2013,females,total,
529,400000,KUJAWSKO-POMORSKIE,2013,females,total,
530,600000,LUBELSKIE,2013,females,total,
531,800000,LUBUSKIE,2013,females,total,
532,1000000,ŁÓDZKIE,2013,females,total,
533,1200000,MAŁOPOLSKIE,2013,females,total,
534,1400000,MAZOWIECKIE,2013,females,total,
535,1600000,OPOLSKIE,2013,females,total,
536,1800000,PODKARPACKIE,2013,females,total,
537,2000000,PODLASKIE,2013,females,total,
538,2200000,POMORSKIE,2013,females,total,
539,2400000,ŚLĄSKIE,2013,females,total,
540,2600000,ŚWIĘTOKRZYSKIE,2013,females,total,
541,2800000,WARMIŃSKO-MAZURSKIE,2013,females,total,
542,3000000,WIELKOPOLSKIE,2013,females,total,
543,3200000,ZACHODNIOPOMORSKIE,2013,females,total,
544,200000,DOLNOŚLĄSKIE,2014,females,total,
545,400000,KUJAWSKO-POMORSKIE,2014,females,total,
546,600000,LUBELSKIE,2014,females,total,
547,800000,LUBUSKIE,2014,females,total,
548,1000000,ŁÓDZKIE,2014,females,total,
549,1200000,MAŁOPOLSKIE,2014,females,total,
550,1400000,MAZOWIECKIE,2014,females,total,
551,1600000,OPOLSKIE,2014,females,total,
552,1800000,PODKARPACKIE,2014,females,total,
553,2000000,PODLASKIE,2014,females,total,
554,2200000,POMORSKIE,2014,females,total,
555,2400000,ŚLĄSKIE,2014,females,total,
556,2600000,ŚWIĘTOKRZYSKIE,2014,females,total,
557,2800000,WARMIŃSKO-MAZURSKIE,2014,females,total,
558,3000000,WIELKOPOLSKIE,2014,females,total,
559,3200000,ZACHODNIOPOMORSKIE,2014,females,total,
560,200000,DOLNOŚLĄSKIE,2015,females,total,
561,400000,KUJAWSKO-POMORSKIE,2015,females,total,
562,600000,LUBELSKIE,2015,females,total,
563,800000,LUBUSKIE,2015,females,total,
564,1000000,ŁÓDZKIE,2015,females,total,
565,1200000,MAŁOPOLSKIE,2015,females,total,
566,1400000,MAZOWIECKIE,2015,females,total,
567,1600000,OPOLSKIE,2015,females,total,
568,1800000,PODKARPACKIE,2015,females,total,
569,2000000,PODLASKIE,2015,females,total,
570,2200000,POMORSKIE,2015,females,total,
571,2400000,ŚLĄSKIE,2015,females,total,
572,2600000,ŚWIĘTOKRZYSKIE,2015,females,total,
573,2800000,WARMIŃSKO-MAZURSKIE,2015,females,total,
574,3000000,WIELKOPOLSKIE,2015,females,total,
575,3200000,ZACHODNIOPOMORSKIE,2015,females,total,
576,200000,DOLNOŚLĄSKIE,2016,females,total,
577,400000,KUJAWSKO-POMORSKIE,2016,females,total,
578,600000,LUBELSKIE,2016,females,total,
579,800000,LUBUSKIE,2016,females,total,
580,1000000,ŁÓDZKIE,2016,females,total,
581,1200000,MAŁOPOLSKIE,2016,females,total,
582,1400000,MAZOWIECKIE,2016,females,total,
583,1600000,OPOLSKIE,2016,females,total,
584,1800000,PODKARPACKIE,2016,females,total,
585,2000000,PODLASKIE,2016,females,total,
586,2200000,POMORSKIE,2016,females,total,
587,2400000,ŚLĄSKIE,2016,females,total,
588,2600000,ŚWIĘTOKRZYSKIE,2016,females,total,
589,2800000,WARMIŃSKO-MAZURSKIE,2016,females,total,
590,3000000,WIELKOPOLSKIE,2016,females,total,
591,3200000,ZACHODNIOPOMORSKIE,2016,females,total,
592,200000,DOLNOŚLĄSKIE,2017,females,total,
593,400000,KUJAWSKO-POMORSKIE,2017,females,total,
594,600000,LUBELSKIE,2017,females,total,
595,800000,LUBUSKIE,2017,females,total,
596,1000000,ŁÓDZKIE,2017,females,total,
597,1200000,MAŁOPOLSKIE,2017,females,total,
598,1400000,MAZOWIECKIE,2017,females,total,
599,1600000,OPOLSKIE,2017,females,total,
600,1800000,PODKARPACKIE,2017,females,total,
601,2000000,PODLASKIE,2017,females,total,
602,2200000,POMORSKIE,2017,females,total,
603,2400000,ŚLĄSKIE,2017,females,total,
604,2600000,ŚWIĘTOKRZYSKIE,2017,females,total,
605,2800000,WARMIŃSKO-MAZURSKIE,2017,females,total,
606,3000000,WIELKOPOLSKIE,2017,females,total,
607,3200000,ZACHODNIOPOMORSKIE,2017,females,total,
608,200000,DOLNOŚLĄSKIE,2018,females,total,
609,400000,KUJAWSKO-POMORSKIE,2018,females,total,
610,600000,LUBELSKIE,2018,females,total,
611,800000,LUBUSKIE,2018,females,total,
612,1000000,ŁÓDZKIE,2018,females,total,
613,1200000,MAŁOPOLSKIE,2018,females,total,
614,1400000,MAZOWIECKIE,2018,females,total,
615,1600000,OPOLSKIE,2018,females,total,
616,1800000,PODKARPACKIE,2018,females,total,
617,2000000,PODLASKIE,2018,females,total,
618,2200000,POMORSKIE,2018,females,total,
619,2400000,ŚLĄSKIE,2018,females,total,
620,2600000,ŚWIĘTOKRZYSKIE,2018,females,total,
621,2800000,WARMIŃSKO-MAZURSKIE,2018,females,total,
622,3000000,WIELKOPOLSKIE,2018,females,total,
623,3200000,ZACHODNIOPOMORSKIE,2018,females,total,
624,200000,DOLNOŚLĄSKIE,2019,females,total,49.6
625,400000,KUJAWSKO-POMORSKIE,2019,females,total,44.9
626,600000,LUBELSKIE,2019,females,total,43.5
627,800000,LUBUSKIE,2019,females,total,46.2
628,1000000,ŁÓDZKIE,2019,females,total,45.8
629,1200000,MAŁOPOLSKIE,2019,females,total,45.8
630,1400000,MAZOWIECKIE,2019,females,total,52.6
631,1600000,OPOLSKIE,2019,females,total,44.9
632,1800000,PODKARPACKIE,2019,females,total,40.4
633,2000000,PODLASKIE,2019,females,total,46.2
634,2200000,POMORSKIE,2019,females,total,49.6
635,2400000,ŚLĄSKIE,2019,females,total,45.2
636,2600000,ŚWIĘTOKRZYSKIE,2019,females,total,42.3
637,2800000,WARMIŃSKO-MAZURSKIE,2019,females,total,42.3
638,3000000,WIELKOPOLSKIE,2019,females,total,48.8
639,3200000,ZACHODNIOPOMORSKIE,2019,females,total,45.2
640,200000,DOLNOŚLĄSKIE,2020,females,total,49.8
641,400000,KUJAWSKO-POMORSKIE,2020,females,total,45.3
642,600000,LUBELSKIE,2020,females,total,43.8
643,800000,LUBUSKIE,2020,females,total,46.0
644,1000000,ŁÓDZKIE,2020,females,total,46.5
645,1200000,MAŁOPOLSKIE,2020,females,total,45.6
646,1400000,MAZOWIECKIE,2020,females,total,52.1
647,1600000,OPOLSKIE,2020,females,total,45.3
648,1800000,PODKARPACKIE,2020,females,total,41.0
649,2000000,PODLASKIE,2020,females,total,46.7
650,2200000,POMORSKIE,2020,females,total,48.7
651,2400000,ŚLĄSKIE,2020,females,total,45.1
652,2600000,ŚWIĘTOKRZYSKIE,2020,females,total,42.7
653,2800000,WARMIŃSKO-MAZURSKIE,2020,females,total,43.4
654,3000000,WIELKOPOLSKIE,2020,females,total,47.5
655,3200000,ZACHODNIOPOMORSKIE,2020,females,total,45.9
656,200000,DOLNOŚLĄSKIE,2021,females,total,50.0
657,400000,KUJAWSKO-POMORSKIE,2021,females,total,47.2
658,600000,LUBELSKIE,2021,females,total,46.4
659,800000,LUBUSKIE,2021,females,total,46.7
660,1000000,ŁÓDZKIE,2021,females,total,48.0
661,1200000,MAŁOPOLSKIE,2021,females,total,48.1
662,1400000,MAZOWIECKIE,2021,females,total,54.6
663,1600000,OPOLSKIE,2021,females,total,48.7
664,1800000,PODKARPACKIE,2021,females,total,41.1
665,2000000,PODLASKIE,2021,females,total,49.4
666,2200000,POMORSKIE,2021,females,total,50.9
667,2400000,ŚLĄSKIE,2021,females,total,47.6
668,2600000,ŚWIĘTOKRZYSKIE,2021,females,total,45.2
669,2800000,WARMIŃSKO-MAZURSKIE,2021,females,total,45.7
670,3000000,WIELKOPOLSKIE,2021,females,total,51.0
671,3200000,ZACHODNIOPOMORSKIE,2021,females,total,47.7
672,200000,DOLNOŚLĄSKIE,2022,females,total,49.6
673,400000,KUJAWSKO-POMORSKIE,2022,females,total,49.2
674,600000,LUBELSKIE,2022,females,total,47.7
675,800000,LUBUSKIE,2022,females,total,47.2
676,1000000,ŁÓDZKIE,2022,females,total,49.9
677,1200000,MAŁOPOLSKIE,2022,females,total,48.1
678,1400000,MAZOWIECKIE,2022,females,total,55.4
679,1600000,OPOLSKIE,2022,females,total,48.5
680,1800000,PODKARPACKIE,2022,females,total,42.5
681,2000000,PODLASKIE,2022,females,total,50.3
682,2200000,POMORSKIE,2022,females,total,52.4
683,2400000,ŚLĄSKIE,2022,females,total,47.8
684,2600000,ŚWIĘTOKRZYSKIE,2022,females,total,46.5
685,2800000,WARMIŃSKO-MAZURSKIE,2022,females,total,45.8
686,3000000,WIELKOPOLSKIE,2022,females,total,52.0
687,3200000,ZACHODNIOPOMORSKIE,2022,females,total,48.8
688,200000,DOLNOŚLĄSKIE,2023,females,total,51.9
689,400000,KUJAWSKO-POMORSKIE,2023,females,total,49.2
690,600000,LUBELSKIE,2023,females,total,47.6
691,800000,LUBUSKIE,2023,females,total,48.4
692,1000000,ŁÓDZKIE,2023,females,total,48.9
693,1200000,MAŁOPOLSKIE,2023,females,total,50.2
694,1400000,MAZOWIECKIE,2023,females,total,56.6
695,1600000,OPOLSKIE,2023,females,total,48.7
696,1800000,PODKARPACKIE,2023,females,total,44.3
697,2000000,PODLASKIE,2023,females,total,49.9
698,2200000,POMORSKIE,2023,females,total,52.7
699,2400000,ŚLĄSKIE,2023,females,total,48.6
700,2600000,ŚWIĘTOKRZYSKIE,2023,females,total,46.6
701,2800000,WARMIŃSKO-MAZURSKIE,2023,females,total,46.8
702,3000000,WIELKOPOLSKIE,2023,females,total,50.1
703,3200000,ZACHODNIOPOMORSKIE,2023,females,total,49.1
704,200000,DOLNOŚLĄSKIE,2024,females,total,51.7
705,400000,KUJAWSKO-POMORSKIE,2024,females,total,48.7
706,600000,LUBELSKIE,2024,females,total,48.0
707,800000,LUBUSKIE,2024,females,total,47.8
708,1000000,ŁÓDZKIE,2024,females,total,48.1
709,1200000,MAŁOPOLSKIE,2024,females,total,51.1
710,1400000,MAZOWIECKIE,2024,females,total,56.7
711,1600000,OPOLSKIE,2024,females,total,48.5
712,1800000,PODKARPACKIE,2024,females,total,43.7
713,2000000,PODLASKIE,2024,females,total,48.5
714,2200000,POMORSKIE,2024,females,total,53.1
715,2400000,ŚLĄSKIE,2024,females,total,48.1
716,2600000,ŚWIĘTOKRZYSKIE,2024,females,total,46.6
717,2800000,WARMIŃSKO-MAZURSKIE,2024,females,total,46.8
718,3000000,WIELKOPOLSKIE,2024,females,total,51.1
719,3200000,ZACHODNIOPOMORSKIE,2024,females,total,48.0
720,200000,DOLNOŚLĄSKIE,2010,total,15-29,46.3
721,400000,KUJAWSKO-POMORSKIE,2010,total,15-29,42.9
722,600000,LUBELSKIE,2010,total,15-29,37.6
723,800000,LUBUSKIE,2010,total,15-29,45.3
724,1000000,ŁÓDZKIE,2010,total,15-29,46.9
725,1200000,MAŁOPOLSKIE,2010,total,15-29,41.1
726,1400000,MAZOWIECKIE,2010,total,15-29,49.0
727,1600000,OPOLSKIE,2010,total,15-29,44.1
728,1800000,PODKARPACKIE,2010,total,15-29,34.3
729,2000000,PODLASKIE,2010,total,15-29,38.3
730,2200000,POMORSKIE,2010,total,15-29,44.7
731,2400000,ŚLĄSKIE,2010,total,15-29,44.7
732,2600000,ŚWIĘTOKRZYSKIE,2010,total,15-29,40.4
733,2800000,WARMIŃSKO-MAZURSKIE,2010,total,15-29,40.2
734,3000000,WIELKOPOLSKIE,2010,total,15-29,49.0
735,3200000,ZACHODNIOPOMORSKIE,2010,total,15-29,36.6
736,200000,DOLNOŚLĄSKIE,2011,total,15-29,43.8
737,400000,KUJAWSKO-POMORSKIE,2011,total,15-29,41.3
738,600000,LUBELSKIE,2011,total,15-29,38.3
739,800000,LUBUSKIE,2011,total,15-29,43.2
740,1000000,ŁÓDZKIE,2011,total,15-29,45.2
741,1200000,MAŁOPOLSKIE,2011,total,15-29,40.1
742,1400000,MAZOWIECKIE,2011,total,15-29,48.7
743,1600000,OPOLSKIE,2011,total,15-29,43.9
744,1800000,PODKARPACKIE,2011,total,15-29,34.0
745,2000000,PODLASKIE,2011,total,15-29,39.8
746,2200000,POMORSKIE,2011,total,15-29,44.8
747,2400000,ŚLĄSKIE,2011,total,15-29,45.9
748,2600000,ŚWIĘTOKRZYSKIE,2011,total,15-29,38.6
749,2800000,WARMIŃSKO-MAZURSKIE,2011,total,15-29,40.0
750,3000000,WIELKOPOLSKIE,2011,total,15-29,47.4
751,3200000,ZACHODNIOPOMORSKIE,2011,total,15-29,37.8
752,200000,DOLNOŚLĄSKIE,2012,total,15-29,43.1
753,400000,KUJAWSKO-POMORSKIE,2012,total,15-29,41.5
754,600000,LUBELSKIE,2012,total,15-29,38.4
755,800000,LUBUSKIE,2012,total,15-29,43.3
756,1000000,ŁÓDZKIE,2012,total,15-29,43.5
757,1200000,MAŁOPOLSKIE,2012,total,15-29,40.6
758,1400000,MAZOWIECKIE,2012,total,15-29,47.5
759,1600000,OPOLSKIE,2012,total,15-29,45.5
760,1800000,PODKARPACKIE,2012,total,15-29,32.6
761,2000000,PODLASKIE,2012,total,15-29,39.3
762,2200000,POMORSKIE,2012,total,15-29,45.3
763,2400000,ŚLĄSKIE,2012,total,15-29,47.1
764,2600000,ŚWIĘTOKRZYSKIE,2012,total,15-29,39.9
765,2800000,WARMIŃSKO-MAZURSKIE,2012,total,15-29,37.5
766,3000000,WIELKOPOLSKIE,2012,total,15-29,47.0
767,3200000,ZACHODNIOPOMORSKIE,2012,total,15-29,39.7
768,200000,DOLNOŚLĄSKIE,2013,total,15-29,43.3
769,400000,KUJAWSKO-POMORSKIE,2013,total,15-29,41.2
770,600000,LUBELSKIE,2013,total,15-29,37.7
771,800000,LUBUSKIE,2013,total,15-29,41.5
772,1000000,ŁÓDZKIE,2013,total,15-29,44.9
773,1200000,MAŁOPOLSKIE,2013,total,15-29,41.3
774,1400000,MAZOWIECKIE,2013,total,15-29,46.0
775,1600000,OPOLSKIE,2013,total,15-29,42.8
776,1800000,PODKARPACKIE,2013,total,15-29,33.0
777,2000000,PODLASKIE,2013,total,15-29,38.3
778,2200000,POMORSKIE,2013,total,15-29,44.5
779,2400000,ŚLĄSKIE,2013,total,15-29,46.1
780,2600000,ŚWIĘTOKRZYSKIE,2013,total,15-29,39.8
781,2800000,WARMIŃSKO-MAZURSKIE,2013,total,15-29,36.2
782,3000000,WIELKOPOLSKIE,2013,total,15-29,47.7
783,3200000,ZACHODNIOPOMORSKIE,2013,total,15-29,39.5
784,200000,DOLNOŚLĄSKIE,2014,total,15-29,46.3
785,400000,KUJAWSKO-POMORSKIE,2014,total,15-29,43.6
786,600000,LUBELSKIE,2014,total,15-29,37.3
787,800000,LUBUSKIE,2014,total,15-29,38.6
788,1000000,ŁÓDZKIE,2014,total,15-29,47.7
789,1200000,MAŁOPOLSKIE,2014,total,15-29,42.5
790,1400000,MAZOWIECKIE,2014,total,15-29,50.0
791,1600000,OPOLSKIE,2014,total,15-29,43.9
792,1800000,PODKARPACKIE,2014,total,15-29,33.7
793,2000000,PODLASKIE,2014,total,15-29,38.3
794,2200000,POMORSKIE,2014,total,15-29,44.8
795,2400000,ŚLĄSKIE,2014,total,15-29,45.7
796,2600000,ŚWIĘTOKRZYSKIE,2014,total,15-29,40.2
797,2800000,WARMIŃSKO-MAZURSKIE,2014,total,15-29,38.1
798,3000000,WIELKOPOLSKIE,2014,total,15-29,50.2
799,3200000,ZACHODNIOPOMORSKIE,2014,total,15-29,40.0
800,200000,DOLNOŚLĄSKIE,2015,total,15-29,46.1
801,400000,KUJAWSKO-POMORSKIE,2015,total,15-29,45.0
802,600000,LUBELSKIE,2015,total,15-29,36.3
803,800000,LUBUSKIE,2015,total,15-29,42.2
804,1000000,ŁÓDZKIE,2015,total,15-29,47.2
805,1200000,MAŁOPOLSKIE,2015,total,15-29,44.0
806,1400000,MAZOWIECKIE,2015,total,15-29,49.5
807,1600000,OPOLSKIE,2015,total,15-29,45.1
808,1800000,PODKARPACKIE,2015,total,15-29,33.8
809,2000000,PODLASKIE,2015,total,15-29,39.9
810,2200000,POMORSKIE,2015,total,15-29,48.6
811,2400000,ŚLĄSKIE,2015,total,15-29,46.1
812,2600000,ŚWIĘTOKRZYSKIE,2015,total,15-29,40.4
813,2800000,WARMIŃSKO-MAZURSKIE,2015,total,15-29,38.7
814,3000000,WIELKOPOLSKIE,2015,total,15-29,51.5
815,3200000,ZACHODNIOPOMORSKIE,2015,total,15-29,41.6
816,200000,DOLNOŚLĄSKIE,2016,total,15-29,49.5
817,400000,KUJAWSKO-POMORSKIE,2016,total,15-29,45.6
818,600000,LUBELSKIE,2016,total,15-29,41.8
819,800000,LUBUSKIE,2016,total,15-29,46.2
820,1000000,ŁÓDZKIE,2016,total,15-29,50.7
821,1200000,MAŁOPOLSKIE,2016,total,15-29,46.8
822,1400000,MAZOWIECKIE,2016,total,15-29,49.5
823,1600000,OPOLSKIE,2016,total,15-29,49.1
824,1800000,PODKARPACKIE,2016,total,15-29,40.7
825,2000000,PODLASKIE,2016,total,15-29,44.2
826,2200000,POMORSKIE,2016,total,15-29,49.4
827,2400000,ŚLĄSKIE,2016,total,15-29,50.8
828,2600000,ŚWIĘTOKRZYSKIE,2016,total,15-29,43.2
829,2800000,WARMIŃSKO-MAZURSKIE,2016,total,15-29,41.3
830,3000000,WIELKOPOLSKIE,2016,total,15-29,52.9
831,3200000,ZACHODNIOPOMORSKIE,2016,total,15-29,41.6
832,200000,DOLNOŚLĄSKIE,2017,total,15-29,47.9
833,400000,KUJAWSKO-POMORSKIE,2017,total,15-29,48.0
834,600000,LUBELSKIE,2017,total,15-29,42.6
835,800000,LUBUSKIE,2017,total,15-29,47.3
836,1000000,ŁÓDZKIE,2017,total,15-29,52.3
837,1200000,MAŁOPOLSKIE,2017,total,15-29,44.8
838,1400000,MAZOWIECKIE,2017,total,15-29,50.6
839,1600000,OPOLSKIE,2017,total,15-29,51.6
840,1800000,PODKARPACKIE,2017,total,15-29,43.3
841,2000000,PODLASKIE,2017,total,15-29,46.8
842,2200000,POMORSKIE,2017,total,15-29,51.5
843,2400000,ŚLĄSKIE,2017,total,15-29,52.1
844,2600000,ŚWIĘTOKRZYSKIE,2017,total,15-29,45.5
845,2800000,WARMIŃSKO-MAZURSKIE,2017,total,15-29,44.0
846,3000000,WIELKOPOLSKIE,2017,total,15-29,55.3
847,3200000,ZACHODNIOPOMORSKIE,2017,total,15-29,45.1
848,200000,DOLNOŚLĄSKIE,2018,total,15-29,50.4
849,400000,KUJAWSKO-POMORSKIE,2018,total,15-29,48.5
850,600000,LUBELSKIE,2018,total,15-29,45.5
851,800000,LUBUSKIE,2018,total,15-29,47.2
852,1000000,ŁÓDZKIE,2018,total,15-29,53.4
853,1200000,MAŁOPOLSKIE,2018,total,15-29,48.9
854,1400000,MAZOWIECKIE,2018,total,15-29,51.1
855,1600000,OPOLSKIE,2018,total,15-29,52.4
856,1800000,PODKARPACKIE,2018,total,15-29,43.3
857,2000000,PODLASKIE,2018,total,15-29,51.0
858,2200000,POMORSKIE,2018,total,15-29,52.1
859,2400000,ŚLĄSKIE,2018,total,15-29,52.0
860,2600000,ŚWIĘTOKRZYSKIE,2018,total,15-29,45.9
861,2800000,WARMIŃSKO-MAZURSKIE,2018,total,15-29,46.6
862,3000000,WIELKOPOLSKIE,2018,total,15-29,54.7
863,3200000,ZACHODNIOPOMORSKIE,2018,total,15-29,49.4
864,200000,DOLNOŚLĄSKIE,2019,total,15-29,55.2
865,400000,KUJAWSKO-POMORSKIE,2019,total,15-29,49.8
866,600000,LUBELSKIE,2019,total,15-29,43.1
867,800000,LUBUSKIE,2019,total,15-29,47.7
868,1000000,ŁÓDZKIE,2019,total,15-29,49.2
869,1200000,MAŁOPOLSKIE,2019,total,15-29,51.3
870,1400000,MAZOWIECKIE,2019,total,15-29,53.7
871,1600000,OPOLSKIE,2019,total,15-29,51.8
872,1800000,PODKARPACKIE,2019,total,15-29,43.3
873,2000000,PODLASKIE,2019,total,15-29,47.3
874,2200000,POMORSKIE,2019,total,15-29,54.4
875,2400000,ŚLĄSKIE,2019,total,15-29,53.4
876,2600000,ŚWIĘTOKRZYSKIE,2019,total,15-29,43.9
877,2800000,WARMIŃSKO-MAZURSKIE,2019,total,15-29,44.4
878,3000000,WIELKOPOLSKIE,2019,total,15-29,55.4
879,3200000,ZACHODNIOPOMORSKIE,2019,total,15-29,47.0
880,200000,DOLNOŚLĄSKIE,2020,total,15-29,51.6
881,400000,KUJAWSKO-POMORSKIE,2020,total,15-29,47.6
882,600000,LUBELSKIE,2020,total,15-29,40.4
883,800000,LUBUSKIE,2020,total,15-29,47.0
884,1000000,ŁÓDZKIE,2020,total,15-29,48.9
885,1200000,MAŁOPOLSKIE,2020,total,15-29,48.0
886,1400000,MAZOWIECKIE,2020,total,15-29,50.6
887,1600000,OPOLSKIE,2020,total,15-29,47.8
888,1800000,PODKARPACKIE,2020,total,15-29,39.8
889,2000000,PODLASKIE,2020,total,15-29,46.7
890,2200000,POMORSKIE,2020,total,15-29,49.7
891,2400000,ŚLĄSKIE,2020,total,15-29,49.8
892,2600000,ŚWIĘTOKRZYSKIE,2020,total,15-29,43.3
893,2800000,WARMIŃSKO-MAZURSKIE,2020,total,15-29,42.0
894,3000000,WIELKOPOLSKIE,2020,total,15-29,51.8
895,3200000,ZACHODNIOPOMORSKIE,2020,total,15-29,44.7
896,200000,DOLNOŚLĄSKIE,2021,total,15-29,50.4
897,400000,KUJAWSKO-POMORSKIE,2021,total,15-29,44.0
898,600000,LUBELSKIE,2021,total,15-29,43.4
899,800000,LUBUSKIE,2021,total,15-29,46.9
900,1000000,ŁÓDZKIE,2021,total,15-29,47.0
901,1200000,MAŁOPOLSKIE,2021,total,15-29,45.9
902,1400000,MAZOWIECKIE,2021,total,15-29,51.2
903,1600000,OPOLSKIE,2021,total,15-29,52.4
904,1800000,PODKARPACKIE,2021,total,15-29,39.3
905,2000000,PODLASKIE,2021,total,15-29,44.1
906,2200000,POMORSKIE,2021,total,15-29,51.0
907,2400000,ŚLĄSKIE,2021,total,15-29,49.9
908,2600000,ŚWIĘTOKRZYSKIE,2021,total,15-29,43.8
909,2800000,WARMIŃSKO-MAZURSKIE,2021,total,15-29,42.9
910,3000000,WIELKOPOLSKIE,2021,total,15-29,56.7
911,3200000,ZACHODNIOPOMORSKIE,2021,total,15-29,45.0
912,200000,DOLNOŚLĄSKIE,2022,total,15-29,49.1
913,400000,KUJAWSKO-POMORSKIE,2022,total,15-29,45.1
914,600000,LUBELSKIE,2022,total,15-29,46.0
915,800000,LUBUSKIE,2022,total,15-29,46.5
916,1000000,ŁÓDZKIE,2022,total,15-29,51.8
917,1200000,MAŁOPOLSKIE,2022,total,15-29,48.3
918,1400000,MAZOWIECKIE,2022,total,15-29,51.8
919,1600000,OPOLSKIE,2022,total,15-29,47.8
920,1800000,PODKARPACKIE,2022,total,15-29,40.5
921,2000000,PODLASKIE,2022,total,15-29,47.7
922,2200000,POMORSKIE,2022,total,15-29,46.4
923,2400000,ŚLĄSKIE,2022,total,15-29,49.9
924,2600000,ŚWIĘTOKRZYSKIE,2022,total,15-29,45.2
925,2800000,WARMIŃSKO-MAZURSKIE,2022,total,15-29,42.0
926,3000000,WIELKOPOLSKIE,2022,total,15-29,53.3
927,3200000,ZACHODNIOPOMORSKIE,2022,total,15-29,44.5
928,200000,DOLNOŚLĄSKIE,2023,total,15-29,53.3
929,400000,KUJAWSKO-POMORSKIE,2023,total,15-29,43.4
930,600000,LUBELSKIE,2023,total,15-29,46.6
931,800000,LUBUSKIE,2023,total,15-29,46.1
932,1000000,ŁÓDZKIE,2023,total,15-29,51.7
933,1200000,MAŁOPOLSKIE,2023,total,15-29,49.9
934,1400000,MAZOWIECKIE,2023,total,15-29,52.3
935,1600000,OPOLSKIE,2023,total,15-29,48.8
936,1800000,PODKARPACKIE,2023,total,15-29,41.7
937,2000000,PODLASKIE,2023,total,15-29,47.4
938,2200000,POMORSKIE,2023,total,15-29,47.4
939,2400000,ŚLĄSKIE,2023,total,15-29,51.0
940,2600000,ŚWIĘTOKRZYSKIE,2023,total,15-29,43.8
941,2800000,WARMIŃSKO-MAZURSKIE,2023,total,15-29,44.4
942,3000000,WIELKOPOLSKIE,2023,total,15-29,51.3
943,3200000,ZACHODNIOPOMORSKIE,2023,total,15-29,46.0
944,200000,DOLNOŚLĄSKIE,2024,total,15-29,53.0
945,400000,KUJAWSKO-POMORSKIE,2024,total,15-29,47.9
946,600000,LUBELSKIE,2024,total,15-29,45.5
947,800000,LUBUSKIE,2024,total,15-29,45.4
948,1000000,ŁÓDZKIE,2024,total,15-29,47.4
949,1200000,MAŁOPOLSKIE,2024,total,15-29,50.3
950,1400000,MAZOWIECKIE,2024,total,15-29,51.7
951,1600000,OPOLSKIE,2024,total,15-29,47.1
952,1800000,PODKARPACKIE,2024,total,15-29,38.1
953,2000000,PODLASKIE,2024,total,15-29,43.1
954,2200000,POMORSKIE,2024,total,15-29,50.1
955,2400000,ŚLĄSKIE,2024,total,15-29,46.3
956,2600000,ŚWIĘTOKRZYSKIE,2024,total,15-29,43.5
957,2800000,WARMIŃSKO-MAZURSKIE,2024,total,15-29,43.9
958,3000000,WIELKOPOLSKIE,2024,total,15-29,50.3
959,3200000,ZACHODNIOPOMORSKIE,2024,total,15-29,45.6
960,200000,DOLNOŚLĄSKIE,2010,males,15-29,50.0
961,400000,KUJAWSKO-POMORSKIE,2010,males,15-29,48.4
962,600000,LUBELSKIE,2010,males,15-29,41.5
963,800000,LUBUSKIE,2010,males,15-29,50.0
964,1000000,ŁÓDZKIE,2010,males,15-29,50.0
965,1200000,MAŁOPOLSKIE,2010,males,15-29,45.4
966,1400000,MAZOWIECKIE,2010,males,15-29,51.5
967,1600000,OPOLSKIE,2010,males,15-29,50.5
968,1800000,PODKARPACKIE,2010,males,15-29,37.3
969,2000000,PODLASKIE,2010,males,15-29,42.3
970,2200000,POMORSKIE,2010,males,15-29,49.1
971,2400000,ŚLĄSKIE,2010,males,15-29,49.9
972,2600000,ŚWIĘTOKRZYSKIE,2010,males,15-29,45.3
973,2800000,WARMIŃSKO-MAZURSKIE,2010,males,15-29,46.2
974,3000000,WIELKOPOLSKIE,2010,males,15-29,56.8
975,3200000,ZACHODNIOPOMORSKIE,2010,males,15-29,40.8
976,200000,DOLNOŚLĄSKIE,2011,males,15-29,47.0
977,400000,KUJAWSKO-POMORSKIE,2011,males,15-29,46.5
978,600000,LUBELSKIE,2011,males,15-29,43.3
979,800000,LUBUSKIE,2011,males,15-29,48.1
980,1000000,ŁÓDZKIE,2011,males,15-29,49.5
981,1200000,MAŁOPOLSKIE,2011,males,15-29,44.3
982,1400000,MAZOWIECKIE,2011,males,15-29,51.8
983,1600000,OPOLSKIE,2011,males,15-29,51.1
984,1800000,PODKARPACKIE,2011,males,15-29,39.1
